Day,TimeSlot,Pgplus,Pgminus,Pbplus,Pbminus,sb,dg,eb
1,25,0,5.502626155899809,0,5,0,0,0
1,26,0,5.561923622566476,0,5,0,0,0
1,27,0,5.657952755899809,0,5,0,0,0
1,28,0,5.629998822566476,0,5,0,0,0
1,29,0,5.5551310558998095,0,5,0,0,0
1,30,0,5.5701192225664755,0,5,0,0,0
1,31,0,5.681617089233143,0,5,0,0,0
1,32,0,5.699998289233142,0,5,0,0,0
1,33,0,5.643439122566476,0,5,0,0,0
1,34,0,5.608757755899809,0,5,0,0,0
1,35,0,5.5781213558998095,0,5,0,0,0
1,36,0,5.509322622566476,0,5,0,0,0
1,37,0,5.481407789233143,0,5,0,0,0
1,38,0,5.447337889233142,0,5,0,0,0
1,39,0,5.380469222566476,0,5,0,0,0
1,40,0,5.208689322566476,0,5,0,0,0
1,41,0,5.189887289233143,0,5,0,0,0
1,42,0,5.220601555899809,0,5,0,0,0
1,43,0,5.296961689233143,0,5,0,0,0
1,44,0,5.264491989233143,0,5,0,0,0
1,45,0,5.355791589233142,0,5,0,0,0
1,46,0,5.369728389233143,0,5,0,0,0
1,47,0,5.3647037225664755,0,5,0,0,0
1,48,0,5.374334689233143,0,5,0,0,0
2,1,0,5.36929005589981,0,5,0,0,0
2,2,0,5.397659555899809,0,5,0,0,0
2,3,0,5.398687422566476,0,5,0,0,0
2,4,0,5.411103955899809,0,5,0,0,0
2,5,0,5.412090189233143,0,5,0,0,0
2,6,0,5.409220522566476,0,5,0,0,0
2,7,0,5.4144469225664755,0,5,0,0,0
2,8,0,5.407682722566476,0,5,0,0,0
2,9,0,5.419042522566476,0,5,0,0,0
2,10,0,5.412620889233143,0,5,0,0,0
2,11,0,5.4186089225664755,0,5,0,0,0
2,12,0,5.413766722566476,0,5,0,0,0
2,13,0,5.415716122566476,0,5,0,0,0
2,14,0,5.422040189233143,0,5,0,0,0
2,15,0,5.4217603892331425,0,5,0,0,0
2,16,0,5.433865455899809,0,5,0,0,0
2,17,0,5.430973489233143,0,5,0,0,0
2,18,0,5.419190389233143,0,5,0,0,0
2,19,0,5.300319689233143,0,5,0,0,0
2,20,0,5.358297722566476,0,5,0,0,0
2,21,0,5.310966322566476,0,5,0,0,0
2,22,0,5.427917289233142,0,5,0,0,0
2,23,0,5.5598387558998095,0,5,0,0,0
2,24,0,5.577124089233143,0,5,0,0,0
2,25,0,5.607505689233142,0,5,0,0,0
2,26,0,5.491097655899809,0,5,0,0,0
2,27,0,5.637340789233143,0,5,0,0,0
2,28,0,5.658822355899809,0,5,0,0,0
2,29,0,5.772023355899809,0,5,0,0,0
2,30,0,5.819883922566476,0,5,0,0,0
2,31,0,5.7995604892331425,0,5,0,0,0
2,32,0,5.758021989233143,0,5,0,0,0
2,33,0,5.5935292892331425,0,5,0,0,0
2,34,0,5.5592257892331425,0,5,0,0,0
2,35,0,5.546809855899809,0,5,0,0,0
2,36,0,5.510797422566476,0,5,0,0,0
2,37,0,5.456594289233142,0,5,0,0,0
2,38,0,5.4214879892331425,0,5,0,0,0
2,39,0,5.2666729225664755,0,5,0,0,0
2,40,0,5.065769489233142,0,5,0,0,0
2,41,0,5.188877922566476,0,5,0,0,0
2,42,0,5.1883782892331425,0,5,0,0,0
2,43,0,5.2015114558998095,0,5,0,0,0
2,44,0,5.197689822566476,0,5,0,0,0
2,45,0,5.198615122566476,0,5,0,0,0
2,46,0,5.208313922566476,0,5,0,0,0
2,47,0,5.287418489233143,0,5,0,0,0
2,48,0,5.340270789233142,0,5,0,0,0
3,1,0,5.400397989233142,0,5,0,0,0
3,2,0,5.412810222566476,0,5,0,0,0
3,3,0,5.414406622566476,0,5,0,0,0
3,4,0,5.403853655899809,0,5,0,0,0
3,5,0,5.40947945589981,0,5,0,0,0
3,6,0,5.4059535892331425,0,5,0,0,0
3,7,0,5.402987622566476,0,5,0,0,0
3,8,0,5.414265189233142,0,5,0,0,0
3,9,0,5.405954922566476,0,5,0,0,0
3,10,0,5.411070889233143,0,5,0,0,0
3,11,0,5.415319522566476,0,5,0,0,0
3,12,0,5.407751655899809,0,5,0,0,0
3,13,0,5.416028155899809,0,5,0,0,0
3,14,0,5.416944489233143,0,5,0,0,0
3,15,0,5.417588589233143,0,5,0,0,0
3,16,0,5.378593022566476,0,5,0,0,0
3,17,0,5.4043373892331426,0,5,0,0,0
3,18,0,5.413929422566476,0,5,0,0,0
3,19,0,5.418399289233142,0,5,0,0,0
3,20,0,5.196578822566476,0,5,0,0,0
3,21,0,5.217197422566476,0,5,0,0,0
3,22,0,5.299874722566476,0,5,0,0,0
3,23,0,5.536627255899809,0,5,0,0,0
3,24,0,5.705968989233143,0,5,0,0,0
3,25,0,5.747733022566476,0,5,0,0,0
3,26,0,5.7889003892331425,0,5,0,0,0
3,27,0,5.759032155899809,0,5,0,0,0
3,28,0,5.808102955899809,0,5,0,0,0
3,29,0,5.630044655899809,0,5,0,0,0
3,30,0,5.752427455899809,0,5,0,0,0
3,31,0,5.784924722566476,0,5,0,0,0
3,32,0,5.727383922566476,0,5,0,0,0
3,33,0,5.650046222566476,0,5,0,0,0
3,34,0,5.720913922566476,0,5,0,0,0
3,35,0,5.635345522566476,0,5,0,0,0
3,36,0,5.490050655899809,0,5,0,0,0
3,37,0,5.459184122566476,0,5,0,0,0
3,38,0,5.4165401225664755,0,5,0,0,0
3,39,0,5.351567989233143,0,5,0,0,0
3,40,0,5.234558522566476,0,5,0,0,0
3,41,0,5.250633755899809,0,5,0,0,0
3,42,0,5.268972589233143,0,5,0,0,0
3,43,0,5.331956889233143,0,5,0,0,0
3,44,0,5.34466835589981,0,5,0,0,0
3,45,0,5.353501922566476,0,5,0,0,0
3,46,0,5.356262789233143,0,5,0,0,0
3,47,0,5.336543489233143,0,5,0,0,0
3,48,0,5.365442222566476,0,5,0,0,0
4,1,0,5.3770431892331425,0,5,0,0,0
4,2,0,5.393989089233143,0,5,0,0,0
4,3,0,5.406352689233143,0,5,0,0,0
4,4,0,5.409813522566476,0,5,0,0,0
4,5,0,5.416007289233143,0,5,0,0,0
4,6,0,5.415492422566476,0,5,0,0,0
4,7,0,5.410827489233142,0,5,0,0,0
4,8,0,5.4179435892331425,0,5,0,0,0
4,9,0,5.4106254892331425,0,5,0,0,0
4,10,0,5.419425489233142,0,5,0,0,0
4,11,0,5.412139389233142,0,5,0,0,0
4,12,0,5.421271755899809,0,5,0,0,0
4,13,0,5.414292422566476,0,5,0,0,0
4,14,0,5.423343055899809,0,5,0,0,0
4,15,0,5.425144455899809,0,5,0,0,0
4,16,0,5.46561025589981,0,5,0,0,0
4,17,0,5.477335289233142,0,5,0,0,0
4,18,0,5.469639089233143,0,5,0,0,0
4,19,0,5.466105022566476,0,5,0,0,0
4,20,0,5.471019555899809,0,5,0,0,0
4,21,0,5.508682922566476,0,5,0,0,0
4,22,0,5.546911055899809,0,5,0,0,0
4,23,0,5.651899189233142,0,5,0,0,0
4,24,0,5.680813622566476,0,5,0,0,0
4,25,0,5.620411689233142,0,5,0,0,0
4,26,0,5.6783946892331425,0,5,0,0,0
4,27,0,5.8169701892331425,0,5,0,0,0
4,28,0,5.778733822566476,0,5,0,0,0
4,29,0,5.794001822566476,0,5,0,0,0
4,30,0,5.864889155899809,0,5,0,0,0
4,31,0,5.847667189233142,0,5,0,0,0
4,32,0,5.84831695589981,0,5,0,0,0
4,33,0,5.710178789233143,0,5,0,0,0
4,34,0,5.6741824558998095,0,5,0,0,0
4,35,0,5.6487613558998095,0,5,0,0,0
4,36,0,5.65685005589981,0,5,0,0,0
4,37,0,5.590327922566476,0,5,0,0,0
4,38,0,5.541469989233143,0,5,0,0,0
4,39,0,5.477343722566476,0,5,0,0,0
4,40,0,5.3770741225664755,0,5,0,0,0
4,41,0,5.331190789233142,0,5,0,0,0
4,42,0,5.353774755899809,0,5,0,0,0
4,43,0,5.348996689233142,0,5,0,0,0
4,44,0,5.331719222566476,0,5,0,0,0
4,45,0,5.367392789233143,0,5,0,0,0
4,46,0,5.370187622566476,0,5,0,0,0
4,47,0,5.369427822566476,0,5,0,0,0
4,48,0,5.37042265589981,0,5,0,0,0
5,1,0,5.373568122566476,0,5,0,0,0
5,2,0,5.397139122566476,0,5,0,0,0
5,3,0,5.405269589233143,0,5,0,0,0
5,4,0,5.399993955899809,0,5,0,0,0
5,5,0,5.409828655899809,0,5,0,0,0
5,6,0,5.408973755899809,0,5,0,0,0
5,7,0,5.415172022566476,0,5,0,0,0
5,8,0,5.4121539892331425,0,5,0,0,0
5,9,0,5.420184422566476,0,5,0,0,0
5,10,0,5.414274322566476,0,5,0,0,0
5,11,0,5.421366655899809,0,5,0,0,0
5,12,0,5.415018489233143,0,5,0,0,0
5,13,0,5.41976615589981,0,5,0,0,0
5,14,0,5.4196055558998095,0,5,0,0,0
5,15,0,5.432734622566476,0,5,0,0,0
5,16,0,5.43252485589981,0,5,0,0,0
5,17,0,5.441970122566476,0,5,0,0,0
5,18,0,5.442134289233143,0,5,0,0,0
5,19,0,5.450061389233142,0,5,0,0,0
5,20,0,5.496038222566476,0,5,0,0,0
5,21,0,5.508300089233143,0,5,0,0,0
5,22,0,5.605301155899809,0,5,0,0,0
5,23,0,5.701266589233143,0,5,0,0,0
5,24,0,5.725362322566476,0,5,0,0,0
5,25,0,5.785671089233142,0,5,0,0,0
5,26,0,5.813855789233143,0,5,0,0,0
5,27,0,5.830005122566476,0,5,0,0,0
5,28,0,5.850634589233143,0,5,0,0,0
5,29,0,5.852222189233142,0,5,0,0,0
5,30,0,5.863926255899809,0,5,0,0,0
5,31,0,5.852360022566476,0,5,0,0,0
5,32,0,5.852192289233143,0,5,0,0,0
5,33,0,5.829476122566476,0,5,0,0,0
5,34,0,5.796588655899809,0,5,0,0,0
5,35,0,5.612089555899809,0,5,0,0,0
5,36,0,5.567970622566476,0,5,0,0,0
5,37,0,5.509759189233143,0,5,0,0,0
5,38,0,5.46528625589981,0,5,0,0,0
5,39,0,5.427846322566476,0,5,0,0,0
5,40,0,5.298460689233143,0,5,0,0,0
5,41,0,5.255475855899809,0,5,0,0,0
5,42,0,5.2603810225664756,0,5,0,0,0
5,43,0,5.308284589233143,0,5,0,0,0
5,44,0,5.3672622892331425,0,5,0,0,0
5,45,0,5.31961305589981,0,5,0,0,0
5,46,0,5.37965535589981,0,5,0,0,0
5,47,0,5.356515189233143,0,5,0,0,0
5,48,0,5.381376489233142,0,5,0,0,0
6,1,0,5.396707922566476,0,5,0,0,0
6,2,0,5.405637722566476,0,5,0,0,0
6,3,0,5.419607055899809,0,5,0,0,0
6,4,0,5.411821522566476,0,5,0,0,0
6,5,0,5.406738189233143,0,5,0,0,0
6,6,0,5.422420589233143,0,5,0,0,0
6,7,0,5.410868589233143,0,5,0,0,0
6,8,0,5.4113811892331425,0,5,0,0,0
6,9,0,5.41128855589981,0,5,0,0,0
6,10,0,5.42117365589981,0,5,0,0,0
6,11,0,5.3877371892331425,0,5,0,0,0
6,12,0,5.405572289233143,0,5,0,0,0
6,13,0,5.413271122566476,0,5,0,0,0
6,14,0,5.418386455899809,0,5,0,0,0
6,15,0,5.444191622566476,0,5,0,0,0
6,16,0,5.443152689233143,0,5,0,0,0
6,17,0,5.458039422566476,0,5,0,0,0
6,18,0,5.497279389233142,0,5,0,0,0
6,19,0,5.472885022566476,0,5,0,0,0
6,20,0,5.386658922566476,0,5,0,0,0
6,21,0,5.464716722566476,0,5,0,0,0
6,22,0,5.473183089233142,0,5,0,0,0
6,23,0,5.642991689233143,0,5,0,0,0
6,24,0,5.65543085589981,0,5,0,0,0
6,25,0,5.731263089233143,0,5,0,0,0
6,26,0,5.618349555899809,0,5,0,0,0
6,27,0,5.580583289233143,0,5,0,0,0
6,28,0,5.594604189233142,0,5,0,0,0
6,29,0,5.713637689233143,0,5,0,0,0
6,30,0,5.688529289233142,0,5,0,0,0
6,31,0,5.560762422566476,0,5,0,0,0
6,32,0,5.614026055899809,0,5,0,0,0
6,33,0,5.533144889233142,0,5,0,0,0
6,34,0,5.380025955899809,0,5,0,0,0
6,35,0,5.352874322566476,0,5,0,0,0
6,36,0,5.439996055899809,0,5,0,0,0
6,37,0,5.370117255899809,0,5,0,0,0
6,38,0,5.45683115589981,0,5,0,0,0
6,39,0,5.322363622566476,0,5,0,0,0
6,40,0,5.286654822566476,0,5,0,0,0
6,41,0,5.242735689233142,0,5,0,0,0
6,42,0,5.227854522566476,0,5,0,0,0
6,43,0,5.244296955899809,0,5,0,0,0
6,44,0,5.264359822566476,0,5,0,0,0
6,45,0,5.354205222566476,0,5,0,0,0
6,46,0,5.35568985589981,0,5,0,0,0
6,47,0,5.372804889233143,0,5,0,0,0
6,48,0,5.364709389233143,0,5,0,0,0
7,1,0,5.409713022566476,0,5,0,0,0
7,2,0,5.389678455899809,0,5,0,0,0
7,3,0,5.409250289233142,0,5,0,0,0
7,4,0,5.40557275589981,0,5,0,0,0
7,5,0,5.419127855899809,0,5,0,0,0
7,6,0,5.403388255899809,0,5,0,0,0
7,7,0,5.410065955899809,0,5,0,0,0
7,8,0,5.414957822566476,0,5,0,0,0
7,9,0,5.400457022566476,0,5,0,0,0
7,10,0,5.423372555899809,0,5,0,0,0
7,11,0,5.413126322566476,0,5,0,0,0
7,12,0,5.410796755899809,0,5,0,0,0
7,13,0,5.414938022566476,0,5,0,0,0
7,14,0,5.400820489233142,0,5,0,0,0
7,15,0,5.408751155899809,0,5,0,0,0
7,16,0,5.417210722566476,0,5,0,0,0
7,17,0,5.245155289233143,0,5,0,0,0
7,18,0,5.367979489233143,0,5,0,0,0
7,19,0,5.356544089233142,0,5,0,0,0
7,20,0,5.368733289233143,0,5,0,0,0
7,21,0,5.426901122566476,0,5,0,0,0
7,22,0,5.5279643892331425,0,5,0,0,0
7,23,0,5.702541322566476,0,5,0,0,0
7,24,0,5.737852989233143,0,5,0,0,0
7,25,0,5.79060135589981,0,5,0,0,0
7,26,0,5.8058148558998095,0,5,0,0,0
7,27,0,5.820238722566476,0,5,0,0,0
7,28,0,5.85241785589981,0,5,0,0,0
7,29,0,5.833740289233143,0,5,0,0,0
7,30,0,5.86613585589981,0,5,0,0,0
7,31,0,5.833076889233142,0,5,0,0,0
7,32,0,5.851400755899809,0,5,0,0,0
7,33,0,5.821358722566476,0,5,0,0,0
7,34,0,5.796542022566476,0,5,0,0,0
7,35,0,5.760006889233143,0,5,0,0,0
7,36,0,5.736778622566476,0,5,0,0,0
7,37,0,5.704607389233143,0,5,0,0,0
7,38,0,5.642402455899809,0,5,0,0,0
7,39,0,5.270611722566476,0,5,0,0,0
7,40,0,5.372558989233142,0,5,0,0,0
7,41,0,5.3174550892331425,0,5,0,0,0
7,42,0,5.3256745892331425,0,5,0,0,0
7,43,0,5.240148322566476,0,5,0,0,0
7,44,0,5.2386652892331425,0,5,0,0,0
7,45,0,5.287382055899809,0,5,0,0,0
7,46,0,5.29235055589981,0,5,0,0,0
7,47,0,5.375178755899809,0,5,0,0,0
7,48,0,5.361188822566476,0,5,0,0,0
8,1,0,5.3920771892331425,0,5,0,0,0
8,2,0,5.402017955899809,0,5,0,0,0
8,3,0,5.412557722566476,0,5,0,0,0
8,4,0,5.418035155899809,0,5,0,0,0
8,5,0,5.421700222566476,0,5,0,0,0
8,6,0,5.406457222566476,0,5,0,0,0
8,7,0,5.414421722566476,0,5,0,0,0
8,8,0,5.410917122566476,0,5,0,0,0
8,9,0,5.425045355899809,0,5,0,0,0
8,10,0,5.416506055899809,0,5,0,0,0
8,11,0,5.418548022566476,0,5,0,0,0
8,12,0,5.413995789233143,0,5,0,0,0
8,13,0,5.416570289233142,0,5,0,0,0
8,14,0,5.414250289233142,0,5,0,0,0
8,15,0,5.429377889233143,0,5,0,0,0
8,16,0,5.436630789233143,0,5,0,0,0
8,17,0,5.442417822566476,0,5,0,0,0
8,18,0,5.469379055899809,0,5,0,0,0
8,19,0,5.460893022566476,0,5,0,0,0
8,20,0,5.471979989233143,0,5,0,0,0
8,21,0,5.446349189233143,0,5,0,0,0
8,22,0,5.561938989233143,0,5,0,0,0
8,23,0,5.574177622566476,0,5,0,0,0
8,24,0,5.698308822566476,0,5,0,0,0
8,25,0,5.733885722566476,0,5,0,0,0
8,26,0,5.779120489233143,0,5,0,0,0
8,27,0,5.744286789233143,0,5,0,0,0
8,28,0,5.793492089233142,0,5,0,0,0
8,29,0,5.814599789233142,0,5,0,0,0
8,30,0,5.822566789233143,0,5,0,0,0
8,31,0,5.802757089233142,0,5,0,0,0
8,32,0,5.770734389233143,0,5,0,0,0
8,33,0,5.768192055899809,0,5,0,0,0
8,34,0,5.664909855899809,0,5,0,0,0
8,35,0,5.587860122566476,0,5,0,0,0
8,36,0,5.599580855899809,0,5,0,0,0
8,37,0,5.558831755899809,0,5,0,0,0
8,38,0,5.527226522566476,0,5,0,0,0
8,39,0,5.485145122566476,0,5,0,0,0
8,40,0,5.33114225589981,0,5,0,0,0
8,41,0,5.35046495589981,0,5,0,0,0
8,42,0,5.362742722566476,0,5,0,0,0
8,43,0,5.343553755899809,0,5,0,0,0
8,44,0,5.345926889233143,0,5,0,0,0
8,45,0,5.368335555899809,0,5,0,0,0
8,46,0,5.363185422566476,0,5,0,0,0
8,47,0,5.370115189233142,0,5,0,0,0
8,48,0,5.3838652892331424,0,5,0,0,0
9,1,0,5.396943955899809,0,5,0,0,0
9,2,0,5.397288089233142,0,5,0,0,0
9,3,0,5.416441122566476,0,5,0,0,0
9,4,0,5.418035822566476,0,5,0,0,0
9,5,0,5.417405022566476,0,5,0,0,0
9,6,0,5.412407522566476,0,5,0,0,0
9,7,0,5.413035389233142,0,5,0,0,0
9,8,0,5.413880755899809,0,5,0,0,0
9,9,0,5.414181122566476,0,5,0,0,0
9,10,0,5.419816789233143,0,5,0,0,0
9,11,0,5.417389622566476,0,5,0,0,0
9,12,0,5.4148533892331425,0,5,0,0,0
9,13,0,5.389093455899809,0,5,0,0,0
9,14,0,5.418039955899809,0,5,0,0,0
9,15,0,5.424042255899809,0,5,0,0,0
9,16,0,5.455640655899809,0,5,0,0,0
9,17,0,5.473620855899809,0,5,0,0,0
9,18,0,5.439534655899809,0,5,0,0,0
9,19,0,5.461800789233143,0,5,0,0,0
9,20,0,5.496276422566476,0,5,0,0,0
9,21,0,5.533816055899809,0,5,0,0,0
9,22,0,5.575348822566476,0,5,0,0,0
9,23,0,5.575334455899809,0,5,0,0,0
9,24,0,5.571333189233143,0,5,0,0,0
9,25,0,5.5995296558998096,0,5,0,0,0
9,26,0,5.769883722566476,0,5,0,0,0
9,27,0,5.774247089233143,0,5,0,0,0
9,28,0,5.788832622566476,0,5,0,0,0
9,29,0,5.773386122566476,0,5,0,0,0
9,30,0,5.782499089233142,0,5,0,0,0
9,31,0,5.850762422566476,0,5,0,0,0
9,32,0,5.813097822566476,0,5,0,0,0
9,33,0,5.831493855899809,0,5,0,0,0
9,34,0,5.8229599892331425,0,5,0,0,0
9,35,0,5.7349943558998095,0,5,0,0,0
9,36,0,5.717927089233142,0,5,0,0,0
9,37,0,5.681704455899809,0,5,0,0,0
9,38,0,5.618456422566476,0,5,0,0,0
9,39,0,5.4455286558998095,0,5,0,0,0
9,40,0,5.24179435589981,0,5,0,0,0
9,41,0,5.255622889233143,0,5,0,0,0
9,42,0,5.247928022566476,0,5,0,0,0
9,43,0,5.239728222566476,0,5,0,0,0
9,44,0,5.287170889233143,0,5,0,0,0
9,45,0,5.304818722566476,0,5,0,0,0
9,46,0,5.357124589233143,0,5,0,0,0
9,47,0,5.35682785589981,0,5,0,0,0
9,48,0,5.375771622566476,0,5,0,0,0
10,1,0,5.359474155899809,0,5,0,0,0
10,2,0,5.399474422566476,0,5,0,0,0
10,3,0,5.400895322566476,0,5,0,0,0
10,4,0,5.409345922566476,0,5,0,0,0
10,5,0,5.409495155899809,0,5,0,0,0
10,6,0,5.4132941892331425,0,5,0,0,0
10,7,0,5.404012922566476,0,5,0,0,0
10,8,0,5.419487622566476,0,5,0,0,0
10,9,0,5.400114255899809,0,5,0,0,0
10,10,0,5.428193322566476,0,5,0,0,0
10,11,0,5.40055525589981,0,5,0,0,0
10,12,0,5.420004389233142,0,5,0,0,0
10,13,0,5.415959389233143,0,5,0,0,0
10,14,0,5.4101297225664755,0,5,0,0,0
10,15,0,5.414347022566476,0,5,0,0,0
10,16,0,5.390109822566476,0,5,0,0,0
10,17,0,5.402851689233143,0,5,0,0,0
10,18,0,5.417047489233143,0,5,0,0,0
10,19,0,5.435781689233143,0,5,0,0,0
10,20,0,5.336820489233142,0,5,0,0,0
10,21,0,5.3902952225664755,0,5,0,0,0
10,22,0,5.350046589233143,0,5,0,0,0
10,23,0,5.477717555899809,0,5,0,0,0
10,24,0,5.520600955899809,0,5,0,0,0
10,25,0,5.604188922566476,0,5,0,0,0
10,26,0,5.612950355899809,0,5,0,0,0
10,27,0,5.634687289233143,0,5,0,0,0
10,28,0,5.619202722566476,0,5,0,0,0
10,29,0,5.646170422566476,0,5,0,0,0
10,30,0,5.582446255899809,0,5,0,0,0
10,31,0,5.351786122566476,0,5,0,0,0
10,32,0,5.301785489233143,0,5,0,0,0
10,33,0,5.375624722566476,0,5,0,0,0
10,34,0,5.7106546892331425,0,5,0,0,0
10,35,0,5.734382555899809,0,5,0,0,0
10,36,0,5.688989589233143,0,5,0,0,0
10,37,0,5.6343906225664755,0,5,0,0,0
10,38,0,5.5620282558998095,0,5,0,0,0
10,39,0,5.547080689233143,0,5,0,0,0
10,40,0,5.410331955899809,0,5,0,0,0
10,41,0,5.246712755899809,0,5,0,0,0
10,42,0,5.1776986558998095,0,5,0,0,0
10,43,0,5.2082390892331425,0,5,0,0,0
10,44,0,5.134389989233143,0,5,0,0,0
10,45,0,5.131978555899809,0,5,0,0,0
10,46,0,5.262821822566476,0,5,0,0,0
10,47,0,5.272745589233143,0,5,0,0,0
10,48,0,5.297039789233143,0,5,0,0,0
11,1,0,5.377229222566476,0,5,0,0,0
11,2,0,5.416958355899809,0,5,0,0,0
11,3,0,5.405111055899809,0,5,0,0,0
11,4,0,5.394455722566476,0,5,0,0,0
11,5,0,5.426060289233143,0,5,0,0,0
11,6,0,5.391666822566476,0,5,0,0,0
11,7,0,5.397245989233142,0,5,0,0,0
11,8,0,5.392184555899809,0,5,0,0,0
11,9,0,5.383662989233143,0,5,0,0,0
11,10,0,5.406341622566476,0,5,0,0,0
11,11,0,5.413339622566476,0,5,0,0,0
11,12,0,5.401338222566476,0,5,0,0,0
11,13,0,5.414723289233143,0,5,0,0,0
11,14,0,5.404773255899809,0,5,0,0,0
11,15,0,5.416818022566476,0,5,0,0,0
11,16,0,5.4190713225664755,0,5,0,0,0
11,17,0,5.437752389233142,0,5,0,0,0
11,18,0,5.41887205589981,0,5,0,0,0
11,19,0,5.444223622566476,0,5,0,0,0
11,20,0,5.344756222566476,0,5,0,0,0
11,21,0,5.2667257558998095,0,5,0,0,0
11,22,0,5.324030689233142,0,5,0,0,0
11,23,0,5.558400222566476,0,5,0,0,0
11,24,0,5.550801655899809,0,5,0,0,0
11,25,0,5.473749789233143,0,5,0,0,0
11,26,0,5.544239855899809,0,5,0,0,0
11,27,0,5.556148822566476,0,5,0,0,0
11,28,0,5.548071689233143,0,5,0,0,0
11,29,0,5.636617789233142,0,5,0,0,0
11,30,0,5.60406445589981,0,5,0,0,0
11,31,0,5.64935965589981,0,5,0,0,0
11,32,0,5.627968489233143,0,5,0,0,0
11,33,0,5.61901455589981,0,5,0,0,0
11,34,0,5.603110889233142,0,5,0,0,0
11,35,0,5.551942922566476,0,5,0,0,0
11,36,0,5.410329755899809,0,5,0,0,0
11,37,0,5.438471155899809,0,5,0,0,0
11,38,0,5.437804522566476,0,5,0,0,0
11,39,0,5.405952322566476,0,5,0,0,0
11,40,0,5.2491399558998095,0,5,0,0,0
11,41,0,5.254055589233142,0,5,0,0,0
11,42,0,5.287997289233143,0,5,0,0,0
11,43,0,5.240760755899809,0,5,0,0,0
11,44,0,5.261785522566476,0,5,0,0,0
11,45,0,5.316678822566476,0,5,0,0,0
11,46,0,5.312926855899809,0,5,0,0,0
11,47,0,5.301663989233143,0,5,0,0,0
11,48,0,5.278867655899809,0,5,0,0,0
12,1,0,5.297912322566476,0,5,0,0,0
